SALES_NAME;DIVISION;CUSTOMER_NAME;CUSTOMER_SAP;CUSTOMER_STATUS;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
ADIT;Package Whs;NIRWANA LESTARI;3000007550;Existing;365000000;365000000;365000000;300000000;300000000;320000000;320000000;300000000;300000000;300000000;300000000;300000000
ADIT;Package Whs;BAHANA PRESTASI;8000000027;Existing;500000000;500000000;1000000000;1200000000;500000000;320000000;320000000;1000000000;800000000;9000000000;1000000000;1000000000
ADIT;Package Whs;TIRTA INVESTAMA;3000009257;Existing;0;0;0;0;0;0;0;0;0;0;0;0
ADIT;Package Whs;DUNIA KIMIA JAYA;8000000015;Existing;700000;700000;700000;700000;700000;700000;700000;700000;700000;700000;700000;700000
EDWIN;Package Whs;SINAR MAS AGRO RESOURCES AND;3000005193;Existing;1301000000;1301000000;1301000000;865000000;865000000;865000000;865000000;865000000;865000000;865000000;865000000;865000000
EDWIN;Package Whs;ILC LOGISTICS INDONESIA;3000008124;Existing;470000000;473000000;475000000;470000000;470000000;470000000;470000000;470000000;470000000;470000000;470000000;470000000
EDWIN;Package Whs;LAUTAN LUAS TBK;8000000010;Existing;237000000;240000000;240000000;220000000;200000000;230000000;230000000;240000000;250000000;240000000;250000000;240000000
EDWIN;Package Whs;ECCO TANNERY INDONESIA;3000001618;Existing;120000000;130000000;140000000;145000000;145000000;150000000;155000000;145000000;145000000;145000000;145000000;145000000
EDWIN;Package Whs;SCIENTEX INDONESIA;3000007677;Existing;20000000;23000000;25000000;20000000;20000000;30000000;40000000;20000000;25000000;20000000;25000000;20000000
EDWIN;Package Whs;SSI PRIMA MAS;3000007728;Existing;10000000;12000000;13000000;13000000;13000000;15000000;17000000;9000000;9000000;9000000;9000000;9000000
EDWIN;Package Whs;PRIMA MAS MAKMUR;3000007612;Existing;5000000;5000000;5000000;5000000;5000000;5000000;0;0;0;0;0;0
EDWIN;Package Whs;DYNAPLAST;3000001607;Existing;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;GCM MARKETING SOLUTIONS INDONESIA;3000019518;Existing;30000000;40000000;40000000;20000000;20000000;40000000;50000000;40000000;40000000;40000000;40000000;40000000
EDWIN;Package Whs;HASA PRIMA KIMIA;3000020184;Existing;10000000;12000000;14000000;10000000;10000000;11000000;13000000;10000000;10000000;10000000;10000000;10000000
EDWIN;Package Whs;CIPTA LOGISTIK INDONESIA;8000000065;Existing;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;SUENHO PERKASA;3000005394;Existing;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;GRAND MULTI CHEMICALS;3000002046;New;20000000;30000000;35000000;20000000;20000000;40000000;50000000;30000000;30000000;30000000;30000000;30000000
EDWIN;Package Whs;SC JHONSON;3000009456;New;100000000;120000000;125000000;100000000;100000000;110000000;120000000;0;0;0;0;0
EDWIN;Package Whs;PERUSAHAAN INDUSTRI CERES;3000009456;New;0;0;0;0;0;0;0;0;0;0;0;0
ADIT;Package Whs;FKS TRADING;0;Potential;70000000;70000000;70000000;70000000;70000000;70000000;80000000;80000000;80000000;80000000;80000000;80000000
ADIT;Package Whs;SAMPOERNA;0;Potential;100000000;100000000;100000000;100000000;100000000;100000000;100000000;0;0;0;0;0
ADIT;Package Whs; BEHN MEYER AGRICARE ;0;Potential;30000000;30000000;30000000;30000000;30000000;25000000;30000000;30000000;30000000;30000000;25000000;30000000
ADIT;Package Whs;SREEYA SEWU ;0;Potential;230000000;230000000;230000000;230000000;230000000;230000000;230000000;0;0;0;0;0
ADIT;Package Whs; AMERTA INDAH OTSUKA ;0;Potential;180000000;180000000;180000000;180000000;180000000;180000000;180000000;0;0;0;0;0
EDWIN;Package Whs; HB FULLER ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; TUMBAKMAS NIAGASAKTI ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; GREE ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;SC JHONSON;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; GLICO ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;  CLARIANT ABSORBENT  ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; RHENUS LOGISTIK ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; MASTER BUILDER SOLUTION ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;DB SCHENKER;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; BRAID GROUP INDONESIA ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;SINAR MAS AGRO RESOURCES AND;3000005193;Existing;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs; DE HEUS ;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
ADIT;Package Whs;DUNIA KIMIA JAYA;0;Existing;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;LAUTAN LUAS TBK;8000000010;Existing;150000000;250000000;200000000;350000000;250000000;300000000;285000000;300000000;300000000;300000000;300000000;300000000
ADHITYA;Package Whs;INDOCEMENT TUNGGAL PRAKARSA TBK.;3000011671;Existing;270000000;270000000;270000000;270000000;270000000;270000000;270000000;270000000;270000000;270000000;270000000;270000000
EDWIN;Package Whs;PERMATA AGRO PERSADA;3000019774;New;0;0;0;0;0;0;0;0;0;0;0;0
ADIT;Package Whs;SUMITOMO;0;Potential;0;0;0;0;0;0;0;0;0;0;0;0
EDWIN;Package Whs;CLARIANT;0;Potential;80000000;100000000;110000000;80000000;80000000;120000000;140000000;0;0;0;0;0
